"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19","Time (s) Run #20","Position (m) Run #20","Velocity (m/s) Run #20","Acceleration (m/s²) Run #20"
55.360,0.33,-0.11,-0.36,55.360,0.33,-0.10,-0.42,55.360,0.34,-0.07,-0.56,55.360,0.30,-0.09,0.15,55.360,0.33,-0.04,-0.52,55.360,0.33,0.00,-0.53,55.360,0.32,0.11,-0.24,55.360,0.33,-0.05,-0.48,55.360,0.33,-0.02,-0.50,55.360,0.29,0.09,0.38,55.360,0.33,-0.05,-0.55,55.360,0.32,0.08,-0.32,55.360,0.29,0.08,0.43,55.360,0.33,0.05,-0.51,55.360,0.31,-0.12,-0.07,55.360,0.28,0.07,0.50,55.360,0.28,-0.05,0.55,55.360,0.32,0.09,-0.35,55.360,0.31,-0.10,-0.11,55.360,0.29,-0.10,0.39
55.400,0.32,-0.12,-0.27,55.400,0.32,-0.11,-0.33,55.400,0.33,-0.09,-0.50,55.400,0.30,-0.08,0.22,55.400,0.33,-0.07,-0.47,55.400,0.33,-0.03,-0.52,55.400,0.32,0.10,-0.32,55.400,0.33,-0.06,-0.43,55.400,0.33,-0.04,-0.48,55.400,0.29,0.11,0.31,55.400,0.33,-0.07,-0.51,55.400,0.33,0.07,-0.39,55.400,0.29,0.10,0.35,55.400,0.33,0.03,-0.55,55.400,0.31,-0.12,0.03,55.400,0.29,0.09,0.43,55.400,0.28,-0.03,0.59,55.400,0.33,0.07,-0.41,55.400,0.31,-0.11,-0.02,55.400,0.28,-0.08,0.46
55.440,0.32,-0.13,-0.17,55.440,0.32,-0.12,-0.23,55.440,0.33,-0.11,-0.41,55.440,0.29,-0.07,0.28,55.440,0.33,-0.08,-0.41,55.440,0.33,-0.05,-0.49,55.440,0.33,0.09,-0.40,55.440,0.33,-0.08,-0.37,55.440,0.33,-0.06,-0.43,55.440,0.30,0.12,0.21,55.440,0.33,-0.09,-0.44,55.440,0.33,0.05,-0.43,55.440,0.29,0.11,0.26,55.440,0.33,0.00,-0.56,55.440,0.30,-0.12,0.14,55.440,0.29,0.11,0.34,55.440,0.28,-0.01,0.60,55.440,0.33,0.06,-0.46,55.440,0.30,-0.11,0.06,55.440,0.28,-0.06,0.53
55.480,0.31,-0.13,-0.06,55.480,0.31,-0.13,-0.12,55.480,0.32,-0.13,-0.31,55.480,0.29,-0.06,0.35,55.480,0.32,-0.10,-0.33,55.480,0.33,-0.07,-0.44,55.480,0.33,0.07,-0.46,55.480,0.32,-0.09,-0.30,55.480,0.33,-0.08,-0.38,55.480,0.30,0.12,0.10,55.480,0.33,-0.10,-0.35,55.480,0.33,0.03,-0.46,55.480,0.30,0.12,0.17,55.480,0.33,-0.02,-0.55,55.480,0.30,-0.11,0.23,55.480,0.29,0.12,0.25,55.480,0.28,0.02,0.59,55.480,0.33,0.04,-0.50,55.480,0.30,-0.10,0.14,55.480,0.28,-0.04,0.57
55.520,0.31,-0.13,0.05,55.520,0.31,-0.13,-0.01,55.520,0.32,-0.14,-0.20,55.520,0.29,-0.05,0.40,55.520,0.32,-0.11,-0.25,55.520,0.33,-0.08,-0.38,55.520,0.33,0.05,-0.51,55.520,0.32,-0.10,-0.23,55.520,0.32,-0.09,-0.31,55.520,0.31,0.13,-7.53E-4,55.520,0.32,-0.12,-0.26,55.520,0.33,0.02,-0.48,55.520,0.30,0.12,0.07,55.520,0.33,-0.04,-0.52,55.520,0.29,-0.10,0.32,55.520,0.30,0.12,0.15,55.520,0.28,0.04,0.57,55.520,0.33,0.02,-0.52,55.520,0.30,-0.10,0.22,55.520,0.28,-0.01,0.59
55.560,0.30,-0.13,0.16,55.560,0.30,-0.13,0.10,55.560,0.31,-0.14,-0.09,55.560,0.29,-0.03,0.43,55.560,0.32,-0.12,-0.16,55.560,0.32,-0.10,-0.31,55.560,0.33,0.03,-0.54,55.560,0.31,-0.11,-0.15,55.560,0.32,-0.10,-0.23,55.560,0.31,0.12,-0.10,55.560,0.32,-0.13,-0.16,55.560,0.33,0.00,-0.49,55.560,0.31,0.12,-0.03,55.560,0.33,-0.06,-0.48,55.560,0.29,-0.09,0.40,55.560,0.30,0.13,0.06,55.560,0.28,0.06,0.52,55.560,0.33,-0.01,-0.53,55.560,0.29,-0.08,0.30,55.560,0.28,0.01,0.58
55.600,0.29,-0.12,0.26,55.600,0.30,-0.12,0.20,55.600,0.31,-0.14,0.03,55.600,0.29,-0.01,0.44,55.600,0.31,-0.12,-0.06,55.600,0.32,-0.11,-0.22,55.600,0.33,0.00,-0.55,55.600,0.31,-0.12,-0.04,55.600,0.31,-0.11,-0.15,55.600,0.32,0.12,-0.20,55.600,0.31,-0.13,-0.06,55.600,0.33,-0.02,-0.48,55.600,0.31,0.12,-0.13,55.600,0.33,-0.08,-0.43,55.600,0.28,-0.07,0.47,55.600,0.31,0.13,-0.05,55.600,0.28,0.08,0.46,55.600,0.33,-0.03,-0.51,55.600,0.29,-0.07,0.37,55.600,0.28,0.03,0.56
55.640,0.29,-0.11,0.35,55.640,0.29,-0.11,0.29,55.640,0.30,-0.14,0.15,55.640,0.29,0.01,0.44,55.640,0.31,-0.12,0.05,55.640,0.31,-0.11,-0.13,55.640,0.33,-0.02,-0.54,55.640,0.30,-0.12,0.06,55.640,0.31,-0.11,-0.06,55.640,0.32,0.11,-0.29,55.640,0.31,-0.13,0.04,55.640,0.33,-0.04,-0.45,55.640,0.32,0.11,-0.22,55.640,0.32,-0.10,-0.36,55.640,0.28,-0.05,0.51,55.640,0.32,0.13,-0.16,55.640,0.29,0.10,0.39,55.640,0.33,-0.05,-0.47,55.640,0.29,-0.05,0.41,55.640,0.28,0.06,0.53
55.680,0.29,-0.09,0.44,55.680,0.29,-0.10,0.37,55.680,0.29,-0.13,0.26,55.680,0.29,0.02,0.42,55.680,0.30,-0.12,0.16,55.680,0.31,-0.12,-0.03,55.680,0.33,-0.04,-0.52,55.680,0.30,-0.11,0.16,55.680,0.31,-0.11,0.04,55.680,0.33,0.09,-0.37,55.680,0.30,-0.13,0.14,55.680,0.33,-0.06,-0.40,55.680,0.32,0.10,-0.31,55.680,0.32,-0.11,-0.27,55.680,0.28,-0.03,0.54,55.680,0.32,0.12,-0.27,55.680,0.29,0.12,0.30,55.680,0.33,-0.07,-0.42,55.680,0.29,-0.04,0.45,55.680,0.28,0.08,0.48
55.720,0.28,-0.07,0.50,55.720,0.29,-0.08,0.46,55.720,0.29,-0.12,0.35,55.720,0.29,0.04,0.40,55.720,0.30,-0.11,0.26,55.720,0.30,-0.12,0.06,55.720,0.33,-0.06,-0.48,55.720,0.30,-0.10,0.24,55.720,0.30,-0.11,0.14,55.720,0.33,0.08,-0.44,55.720,0.29,-0.12,0.25,55.720,0.32,-0.08,-0.35,55.720,0.33,0.09,-0.39,55.720,0.32,-0.12,-0.17,55.720,0.28,0.00,0.55,55.720,0.32,0.10,-0.35,55.720,0.30,0.13,0.20,55.720,0.33,-0.08,-0.37,55.720,0.28,-0.02,0.47,55.720,0.29,0.09,0.40
55.760,0.28,-0.05,0.55,55.760,0.28,-0.06,0.52,55.760,0.29,-0.10,0.44,55.760,0.29,0.06,0.37,55.760,0.29,-0.10,0.34,55.760,0.30,-0.11,0.16,55.760,0.33,-0.08,-0.42,55.760,0.29,-0.09,0.31,55.760,0.30,-0.10,0.23,55.760,0.33,0.06,-0.49,55.760,0.29,-0.11,0.35,55.760,0.32,-0.09,-0.29,55.760,0.33,0.07,-0.45,55.760,0.31,-0.12,-0.07,55.760,0.28,0.02,0.54,55.760,0.33,0.09,-0.43,55.760,0.30,0.13,0.09,55.760,0.32,-0.10,-0.30,55.760,0.28,3.01E-4,0.49,55.760,0.29,0.11,0.31
55.800,0.28,-0.03,0.58,55.800,0.28,-0.04,0.57,55.800,0.28,-0.08,0.52,55.800,0.29,0.07,0.32,55.800,0.29,-0.08,0.41,55.800,0.30,-0.10,0.24,55.800,0.32,-0.09,-0.35,55.800,0.29,-0.08,0.38,55.800,0.29,-0.09,0.31,55.800,0.33,0.04,-0.54,55.800,0.29,-0.09,0.44,55.800,0.32,-0.10,-0.21,55.800,0.33,0.05,-0.49,55.800,0.31,-0.12,0.02,55.800,0.28,0.04,0.51,55.800,0.33,0.07,-0.49,55.800,0.31,0.13,-0.02,55.800,0.32,-0.11,-0.21,55.800,0.28,0.02,0.48,55.800,0.30,0.12,0.22
55.840,0.28,0.00,0.59,55.840,0.28,-0.02,0.59,55.840,0.28,-0.06,0.59,55.840,0.30,0.08,0.26,55.840,0.28,-0.06,0.47,55.840,0.29,-0.09,0.32,55.840,0.32,-0.11,-0.26,55.840,0.29,-0.06,0.45,55.840,0.29,-0.08,0.38,55.840,0.34,0.02,-0.57,55.840,0.28,-0.07,0.50,55.840,0.31,-0.11,-0.12,55.840,0.33,0.03,-0.53,55.840,0.30,-0.12,0.12,55.840,0.28,0.06,0.47,55.840,0.33,0.05,-0.54,55.840,0.31,0.13,-0.13,55.840,0.31,-0.11,-0.12,55.840,0.29,0.04,0.45,55.840,0.30,0.13,0.12
55.880,0.28,0.02,0.59,55.880,0.28,0.01,0.58,55.880,0.28,-0.03,0.63,55.880,0.30,0.09,0.17,55.880,0.28,-0.04,0.51,55.880,0.29,-0.08,0.39,55.880,0.32,-0.12,-0.18,55.880,0.28,-0.04,0.49,55.880,0.29,-0.06,0.43,55.880,0.34,-0.01,-0.57,55.880,0.28,-0.05,0.55,55.880,0.31,-0.11,-0.03,55.880,0.33,0.01,-0.55,55.880,0.30,-0.11,0.21,55.880,0.29,0.08,0.42,55.880,0.34,0.02,-0.57,55.880,0.32,0.12,-0.22,55.880,0.31,-0.12,-0.03,55.880,0.29,0.06,0.40,55.880,0.31,0.13,0.01
55.920,0.28,0.04,0.56,55.920,0.28,0.03,0.57,55.920,0.28,-0.01,0.65,55.920,0.30,0.10,0.09,55.920,0.28,-0.02,0.54,55.920,0.28,-0.06,0.46,55.920,0.31,-0.12,-0.09,55.920,0.28,-0.02,0.52,55.920,0.28,-0.04,0.48,55.920,0.33,-0.03,-0.55,55.920,0.28,-0.03,0.58,55.920,0.30,-0.11,0.06,55.920,0.33,-0.02,-0.55,55.920,0.29,-0.10,0.31,55.920,0.29,0.09,0.35,55.920,0.34,0.00,-0.58,55.920,0.32,0.11,-0.31,55.920,0.30,-0.11,0.06,55.920,0.29,0.07,0.34,55.920,0.31,0.13,-0.10
55.960,0.28,0.07,0.51,55.960,0.28,0.05,0.54,55.960,0.28,0.02,0.65,55.960,0.31,0.10,0.02,55.960,0.28,0.00,0.56,55.960,0.28,-0.04,0.51,55.960,0.31,-0.12,0.02,55.960,0.28,-4.42E-4,0.53,55.960,0.28,-0.02,0.50,55.960,0.33,-0.05,-0.52,55.960,0.28,0.00,0.59,55.960,0.30,-0.10,0.15,55.960,0.33,-0.04,-0.52,55.960,0.29,-0.09,0.39,55.960,0.29,0.11,0.27,55.960,0.34,-0.02,-0.58,55.960,0.33,0.10,-0.40,55.960,0.30,-0.11,0.15,55.960,0.29,0.08,0.28,55.960,0.32,0.12,-0.20
56.000,0.29,0.09,0.45,56.000,0.28,0.07,0.49,56.000,0.28,0.04,0.62,56.000,0.31,0.10,-0.06,56.000,0.28,0.02,0.55,56.000,0.28,-0.02,0.53,56.000,0.30,-0.12,0.12,56.000,0.28,0.02,0.52,56.000,0.28,0.00,0.51,56.000,0.33,-0.07,-0.47,56.000,0.28,0.02,0.59,56.000,0.30,-0.10,0.23,56.000,0.33,-0.06,-0.48,56.000,0.29,-0.07,0.45,56.000,0.30,0.11,0.18,56.000,0.33,-0.05,-0.55,56.000,0.33,0.08,-0.47,56.000,0.30,-0.10,0.24,56.000,0.30,0.09,0.21,56.000,0.32,0.11,-0.29
56.040,0.29,0.10,0.37,56.040,0.29,0.09,0.41,56.040,0.28,0.07,0.57,56.040,0.31,0.09,-0.14,56.040,0.28,0.04,0.52,56.040,0.28,0.00,0.53,56.040,0.30,-0.11,0.22,56.040,0.28,0.04,0.49,56.040,0.28,0.02,0.50,56.040,0.33,-0.09,-0.40,56.040,0.28,0.04,0.56,56.040,0.29,-0.09,0.30,56.040,0.33,-0.08,-0.43,56.040,0.28,-0.05,0.50,56.040,0.30,0.12,0.08,56.040,0.33,-0.07,-0.50,56.040,0.33,0.06,-0.52,56.040,0.29,-0.09,0.32,56.040,0.30,0.10,0.14,56.040,0.33,0.10,-0.37
56.080,0.29,0.12,0.28,56.080,0.29,0.11,0.33,56.080,0.28,0.09,0.51,56.080,0.32,0.09,-0.21,56.080,0.28,0.06,0.46,56.080,0.28,0.02,0.52,56.080,0.29,-0.10,0.31,56.080,0.29,0.06,0.45,56.080,0.28,0.04,0.48,56.080,0.32,-0.11,-0.31,56.080,0.28,0.07,0.51,56.080,0.29,-0.07,0.37,56.080,0.33,-0.09,-0.36,56.080,0.28,-0.03,0.53,56.080,0.31,0.12,-0.02,56.080,0.33,-0.09,-0.43,56.080,0.34,0.04,-0.55,56.080,0.29,-0.08,0.40,56.080,0.30,0.11,0.05,56.080,0.33,0.08,-0.45
56.120,0.30,0.13,0.17,56.120,0.30,0.12,0.25,56.120,0.29,0.11,0.42,56.120,0.32,0.08,-0.28,56.120,0.29,0.08,0.40,56.120,0.28,0.04,0.49,56.120,0.29,-0.09,0.39,56.120,0.29,0.08,0.39,56.120,0.29,0.06,0.45,56.120,0.32,-0.12,-0.22,56.120,0.29,0.09,0.44,56.120,0.29,-0.06,0.43,56.120,0.32,-0.11,-0.28,56.120,0.28,-0.01,0.55,56.120,0.31,0.12,-0.12,56.120,0.33,-0.10,-0.35,56.120,0.34,0.01,-0.57,56.120,0.29,-0.06,0.46,56.120,0.31,0.11,-0.05,56.120,0.33,0.06,-0.52
56.160,0.30,0.13,0.06,56.160,0.30,0.13,0.15,56.160,0.29,0.12,0.32,56.160,0.32,0.06,-0.34,56.160,0.29,0.10,0.33,56.160,0.29,0.06,0.45,56.160,0.29,-0.07,0.45,56.160,0.29,0.09,0.32,56.160,0.29,0.07,0.39,56.160,0.31,-0.12,-0.12,56.160,0.29,0.10,0.36,56.160,0.28,-0.04,0.46,56.160,0.32,-0.11,-0.19,56.160,0.28,0.01,0.55,56.160,0.32,0.11,-0.22,56.160,0.32,-0.11,-0.27,56.160,0.34,-0.01,-0.58,56.160,0.28,-0.04,0.50,56.160,0.31,0.10,-0.14,56.160,0.33,0.04,-0.55
56.200,0.31,0.13,-0.05,56.200,0.31,0.13,0.04,56.200,0.30,0.13,0.21,56.200,0.33,0.05,-0.38,56.200,0.29,0.11,0.26,56.200,0.29,0.08,0.38,56.200,0.28,-0.05,0.50,56.200,0.30,0.10,0.23,56.200,0.29,0.09,0.32,56.200,0.31,-0.13,-0.02,56.200,0.29,0.12,0.27,56.200,0.28,-0.02,0.47,56.200,0.31,-0.12,-0.09,56.200,0.28,0.04,0.52,56.200,0.32,0.10,-0.30,56.200,0.32,-0.12,-0.17,56.200,0.34,-0.03,-0.56,56.200,0.28,-0.02,0.52,56.200,0.32,0.09,-0.21,56.200,0.34,0.02,-0.57
56.240,0.31,0.13,-0.14,56.240,0.31,0.13,-0.09,56.240,0.30,0.14,0.10,56.240,0.33,0.03,-0.41,56.240,0.30,0.12,0.17,56.240,0.29,0.09,0.31,56.240,0.28,-0.03,0.53,56.240,0.30,0.11,0.14,56.240,0.30,0.10,0.24,56.240,0.30,-0.12,0.08,56.240,0.30,0.12,0.18,56.240,0.28,0.00,0.48,56.240,0.31,-0.12,0.01,56.240,0.28,0.06,0.48,56.240,0.33,0.09,-0.38,56.240,0.31,-0.13,-0.06,56.240,0.33,-0.05,-0.54,56.240,0.28,0.00,0.52,56.240,0.32,0.08,-0.28,56.240,0.34,-0.01,-0.57
56.280,0.32,0.12,-0.23,56.280,0.32,0.12,-0.19,56.280,0.31,0.14,-0.02,56.280,0.33,0.02,-0.42,56.280,0.30,0.12,0.07,56.280,0.30,0.11,0.23,56.280,0.28,-0.01,0.56,56.280,0.30,0.11,0.05,56.280,0.30,0.11,0.15,56.280,0.30,-0.12,0.17,56.280,0.30,0.13,0.07,56.280,0.28,0.02,0.48,56.280,0.30,-0.12,0.11,56.280,0.29,0.07,0.43,56.280,0.33,0.07,-0.45,56.280,0.31,-0.13,0.03,56.280,0.33,-0.08,-0.49,56.280,0.28,0.02,0.51,56.280,0.32,0.07,-0.34,56.280,0.34,-0.03,-0.57
56.320,0.32,0.11,-0.32,56.320,0.32,0.11,-0.28,56.320,0.31,0.14,-0.14,56.320,0.33,0.00,-0.44,56.320,0.31,0.12,-0.04,56.320,0.30,0.11,0.14,56.320,0.28,0.01,0.55,56.320,0.31,0.12,-0.04,56.320,0.30,0.11,0.06,56.320,0.29,-0.11,0.27,56.320,0.31,0.13,-0.05,56.320,0.28,0.04,0.46,56.320,0.30,-0.11,0.21,56.320,0.29,0.09,0.37,56.320,0.33,0.05,-0.49,56.320,0.30,-0.12,0.13,56.320,0.33,-0.09,-0.43,56.320,0.28,0.04,0.49,56.320,0.33,0.06,-0.40,56.320,0.33,-0.05,-0.54
56.360,0.33,0.09,-0.42,56.360,0.33,0.10,-0.36,56.360,0.32,0.13,-0.25,56.360,0.33,-0.02,-0.44,56.360,0.31,0.12,-0.14,56.360,0.31,0.12,0.05,56.360,0.28,0.04,0.52,56.360,0.31,0.11,-0.13,56.360,0.31,0.11,-0.04,56.360,0.29,-0.10,0.36,56.360,0.31,0.13,-0.15,56.360,0.29,0.06,0.42,56.360,0.29,-0.10,0.30,56.360,0.29,0.11,0.28,56.360,0.33,0.03,-0.52,56.360,0.30,-0.12,0.23,56.360,0.32,-0.11,-0.34,56.360,0.29,0.06,0.44,56.360,0.33,0.04,-0.44,56.360,0.33,-0.07,-0.48
56.400,0.33,0.07,-0.50,56.400,0.33,0.08,-0.43,56.400,0.32,0.12,-0.35,56.400,0.33,-0.04,-0.42,56.400,0.32,0.11,-0.23,56.400,0.31,0.12,-0.05,56.400,0.28,0.06,0.48,56.400,0.32,0.10,-0.22,56.400,0.31,0.11,-0.14,56.400,0.29,-0.08,0.44,56.400,0.32,0.12,-0.24,56.400,0.29,0.07,0.35,56.400,0.29,-0.09,0.37,56.400,0.30,0.11,0.18,56.400,0.33,0.01,-0.53,56.400,0.29,-0.11,0.34,56.400,0.32,-0.12,-0.23,56.400,0.29,0.08,0.37,56.400,0.33,0.02,-0.46,56.400,0.33,-0.09,-0.41
56.440,0.33,0.05,-0.55,56.440,0.33,0.07,-0.50,56.440,0.33,0.10,-0.44,56.440,0.33,-0.05,-0.37,56.440,0.32,0.10,-0.31,56.440,0.31,0.11,-0.14,56.440,0.29,0.07,0.43,56.440,0.32,0.09,-0.30,56.440,0.32,0.10,-0.23,56.440,0.28,-0.06,0.50,56.440,0.32,0.11,-0.33,56.440,0.29,0.09,0.28,56.440,0.29,-0.07,0.44,56.440,0.30,0.12,0.09,56.440,0.33,-0.01,-0.54,56.440,0.29,-0.09,0.43,56.440,0.31,-0.13,-0.12,56.440,0.29,0.09,0.30,56.440,0.33,0.00,-0.47,56.440,0.32,-0.11,-0.33
56.480,0.34,0.03,-0.57,56.480,0.33,0.05,-0.55,56.480,0.33,0.08,-0.51,56.480,0.32,-0.07,-0.32,56.480,0.33,0.08,-0.39,56.480,0.32,0.10,-0.23,56.480,0.29,0.09,0.37,56.480,0.33,0.08,-0.38,56.480,0.32,0.09,-0.30,56.480,0.28,-0.04,0.55,56.480,0.33,0.09,-0.41,56.480,0.30,0.10,0.21,56.480,0.28,-0.05,0.50,56.480,0.31,0.12,-0.01,56.480,0.33,-0.03,-0.53,56.480,0.28,-0.07,0.50,56.480,0.31,-0.13,-0.01,56.480,0.30,0.10,0.22,56.480,0.33,-0.02,-0.47,56.480,0.32,-0.12,-0.23
56.520,0.34,0.01,-0.58,56.520,0.34,0.02,-0.59,56.520,0.34,0.06,-0.57,56.520,0.32,-0.08,-0.26,56.520,0.33,0.07,-0.45,56.520,0.32,0.09,-0.31,56.520,0.29,0.11,0.29,56.520,0.33,0.06,-0.44,56.520,0.33,0.08,-0.36,56.520,0.28,-0.02,0.56,56.520,0.33,0.07,-0.49,56.520,0.30,0.10,0.14,56.520,0.28,-0.03,0.53,56.520,0.31,0.12,-0.10,56.520,0.33,-0.06,-0.49,56.520,0.28,-0.05,0.54,56.520,0.30,-0.13,0.09,56.520,0.30,0.11,0.13,56.520,0.33,-0.04,-0.45,56.520,0.31,-0.13,-0.13
56.560,0.34,-0.02,-0.58,56.560,0.34,0.00,-0.59,56.560,0.34,0.04,-0.61,56.560,0.32,-0.09,-0.19,56.560,0.33,0.05,-0.50,56.560,0.33,0.08,-0.39,56.560,0.30,0.12,0.20,56.560,0.33,0.04,-0.49,56.560,0.33,0.06,-0.40,56.560,0.28,0.01,0.56,56.560,0.33,0.05,-0.54,56.560,0.30,0.11,0.05,56.560,0.28,-0.01,0.55,56.560,0.32,0.11,-0.19,56.560,0.33,-0.07,-0.44,56.560,0.28,-0.03,0.56,56.560,0.30,-0.12,0.20,56.560,0.31,0.11,0.04,56.560,0.33,-0.05,-0.41,56.560,0.31,-0.13,-0.02
56.600,0.34,-0.04,-0.56,56.600,0.34,-0.03,-0.57,56.600,0.34,0.01,-0.64,56.600,0.31,-0.10,-0.11,56.600,0.33,0.03,-0.53,56.600,0.33,0.06,-0.45,56.600,0.30,0.12,0.09,56.600,0.33,0.02,-0.51,56.600,0.33,0.04,-0.45,56.600,0.28,0.03,0.54,56.600,0.34,0.03,-0.57,56.600,0.31,0.11,-0.05,56.600,0.28,0.01,0.54,56.600,0.32,0.10,-0.29,56.600,0.33,-0.09,-0.36,56.600,0.28,0.00,0.58,56.600,0.29,-0.12,0.30,56.600,0.31,0.11,-0.06,56.600,0.32,-0.07,-0.35,56.600,0.30,-0.13,0.08
56.640,0.33,-0.06,-0.52,56.640,0.33,-0.05,-0.54,56.640,0.34,-0.01,-0.63,56.640,0.31,-0.10,-0.03,56.640,0.33,0.01,-0.54,56.640,0.33,0.04,-0.49,56.640,0.31,0.12,-0.02,56.640,0.33,0.00,-0.52,56.640,0.33,0.03,-0.49,56.640,0.28,0.05,0.51,56.640,0.34,0.01,-0.59,56.640,0.31,0.10,-0.14,56.640,0.28,0.03,0.52,56.640,0.33,0.09,-0.37,56.640,0.32,-0.10,-0.28,56.640,0.28,0.02,0.57,56.640,0.29,-0.10,0.39,56.640,0.31,0.11,-0.15,56.640,0.32,-0.08,-0.29,56.640,0.30,-0.12,0.18
56.680,0.33,-0.08,-0.45,56.680,0.33,-0.07,-0.49,56.680,0.34,-0.04,-0.61,56.680,0.31,-0.10,0.05,56.680,0.33,-0.02,-0.54,56.680,0.33,0.02,-0.52,56.680,0.31,0.12,-0.12,56.680,0.33,-0.02,-0.51,56.680,0.33,0.01,-0.50,56.680,0.28,0.07,0.47,56.680,0.34,-0.02,-0.58,56.680,0.32,0.10,-0.22,56.680,0.28,0.05,0.48,56.680,0.33,0.07,-0.44,56.680,0.32,-0.11,-0.19,56.680,0.28,0.04,0.55,56.680,0.28,-0.08,0.47,56.680,0.32,0.10,-0.23,56.680,0.32,-0.09,-0.22,56.680,0.29,-0.11,0.27
56.720,0.33,-0.10,-0.38,56.720,0.33,-0.09,-0.43,56.720,0.34,-0.06,-0.57,56.720,0.30,-0.09,0.12,56.720,0.33,-0.04,-0.52,56.720,0.33,0.00,-0.53,56.720,0.32,0.11,-0.21,56.720,0.33,-0.04,-0.49,56.720,0.33,-0.02,-0.50,56.720,0.29,0.09,0.41,56.720,0.33,-0.04,-0.55,56.720,0.32,0.09,-0.29,56.720,0.29,0.07,0.43,56.720,0.33,0.05,-0.48,56.720,0.31,-0.12,-0.10,56.720,0.28,0.06,0.51,56.720,0.28,-0.06,0.52,56.720,0.32,0.09,-0.32,56.720,0.31,-0.10,-0.15,56.720,0.29,-0.10,0.36
56.760,0.32,-0.11,-0.30,56.760,0.32,-0.10,-0.35,56.760,0.33,-0.08,-0.50,56.760,0.30,-0.09,0.20,56.760,0.33,-0.06,-0.48,56.760,0.33,-0.02,-0.51,56.760,0.32,0.10,-0.29,56.760,0.33,-0.06,-0.45,56.760,0.33,-0.04,-0.48,56.760,0.29,0.10,0.33,56.760,0.33,-0.06,-0.51,56.760,0.32,0.07,-0.35,56.760,0.29,0.09,0.37,56.760,0.33,0.03,-0.52,56.760,0.31,-0.12,0.00,56.760,0.29,0.08,0.44,56.760,0.28,-0.04,0.57,56.760,0.33,0.08,-0.40,56.760,0.31,-0.10,-0.06,56.760,0.29,-0.08,0.44
56.800,0.32,-0.12,-0.20,56.800,0.32,-0.12,-0.26,56.800,0.33,-0.10,-0.43,56.800,0.29,-0.08,0.26,56.800,0.33,-0.08,-0.42,56.800,0.33,-0.04,-0.48,56.800,0.33,0.09,-0.37,56.800,0.33,-0.07,-0.40,56.800,0.33,-0.05,-0.44,56.800,0.30,0.11,0.24,56.800,0.33,-0.08,-0.44,56.800,0.33,0.06,-0.40,56.800,0.29,0.10,0.29,56.800,0.33,0.01,-0.54,56.800,0.30,-0.12,0.10,56.800,0.29,0.10,0.36,56.800,0.28,-0.02,0.59,56.800,0.33,0.06,-0.45,56.800,0.31,-0.10,0.03,56.800,0.28,-0.06,0.51
56.840,0.31,-0.13,-0.10,56.840,0.32,-0.13,-0.16,56.840,0.32,-0.12,-0.34,56.840,0.29,-0.07,0.32,56.840,0.32,-0.09,-0.35,56.840,0.33,-0.06,-0.45,56.840,0.33,0.07,-0.44,56.840,0.32,-0.09,-0.33,56.840,0.33,-0.07,-0.39,56.840,0.30,0.12,0.14,56.840,0.33,-0.10,-0.37,56.840,0.33,0.04,-0.44,56.840,0.30,0.11,0.20,56.840,0.33,-0.01,-0.55,56.840,0.30,-0.11,0.20,56.840,0.29,0.11,0.27,56.840,0.28,0.01,0.59,56.840,0.33,0.04,-0.48,56.840,0.30,-0.10,0.11,56.840,0.28,-0.04,0.56
