"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19","Time (s) Run #20","Position (m) Run #20","Velocity (m/s) Run #20","Acceleration (m/s²) Run #20"
45.360,0.29,-0.05,0.21,45.360,0.30,-0.07,-0.14,45.360,0.30,0.06,-0.12,45.360,0.28,-0.01,0.35,45.360,0.30,-0.08,-0.11,45.360,0.30,0.07,-0.04,45.360,0.29,0.06,0.21,45.360,0.28,0.02,0.33,45.360,0.31,-0.01,-0.34,45.360,0.29,-0.06,0.15,45.360,0.29,-0.04,0.17,45.360,0.31,-0.01,-0.30,45.360,0.28,0.02,0.28,45.360,0.28,0.02,0.31,45.360,0.31,0.04,-0.23,45.360,0.30,0.06,-0.01,45.360,0.28,-0.02,0.34,45.360,0.30,0.05,-0.13,45.360,0.28,-0.05,0.24,45.360,0.28,-2.92E-4,0.35
45.400,0.28,-0.04,0.25,45.400,0.30,-0.08,-0.07,45.400,0.31,0.06,-0.16,45.400,0.28,0.00,0.36,45.400,0.30,-0.08,-0.04,45.400,0.30,0.06,-0.10,45.400,0.29,0.07,0.16,45.400,0.28,0.03,0.31,45.400,0.31,-0.02,-0.33,45.400,0.29,-0.05,0.20,45.400,0.29,-0.03,0.19,45.400,0.31,-0.02,-0.29,45.400,0.28,0.03,0.27,45.400,0.28,0.03,0.28,45.400,0.31,0.03,-0.26,45.400,0.30,0.06,-0.06,45.400,0.28,0.00,0.35,45.400,0.31,0.04,-0.18,45.400,0.28,-0.04,0.28,45.400,0.28,0.01,0.35
45.440,0.28,-0.03,0.27,45.440,0.30,-0.08,0.00,45.440,0.31,0.05,-0.20,45.440,0.28,0.02,0.36,45.440,0.30,-0.08,0.03,45.440,0.30,0.06,-0.16,45.440,0.29,0.08,0.10,45.440,0.28,0.04,0.28,45.440,0.31,-0.04,-0.30,45.440,0.28,-0.05,0.24,45.440,0.29,-0.02,0.21,45.440,0.31,-0.04,-0.27,45.440,0.28,0.04,0.25,45.440,0.28,0.04,0.26,45.440,0.31,0.02,-0.29,45.440,0.30,0.06,-0.10,45.440,0.28,0.01,0.34,45.440,0.31,0.03,-0.21,45.440,0.28,-0.03,0.31,45.440,0.28,0.03,0.33
45.480,0.28,-0.02,0.29,45.480,0.29,-0.08,0.06,45.480,0.31,0.04,-0.24,45.480,0.28,0.03,0.34,45.480,0.29,-0.08,0.09,45.480,0.31,0.05,-0.21,45.480,0.30,0.08,0.03,45.480,0.28,0.05,0.25,45.480,0.31,-0.05,-0.26,45.480,0.28,-0.03,0.27,45.480,0.29,-0.01,0.22,45.480,0.31,-0.05,-0.23,45.480,0.29,0.05,0.21,45.480,0.29,0.05,0.23,45.480,0.31,0.01,-0.30,45.480,0.30,0.05,-0.15,45.480,0.28,0.02,0.32,45.480,0.31,0.03,-0.23,45.480,0.28,-0.02,0.33,45.480,0.28,0.04,0.31
45.520,0.28,-0.01,0.30,45.520,0.29,-0.07,0.12,45.520,0.31,0.03,-0.28,45.520,0.28,0.05,0.30,45.520,0.29,-0.07,0.15,45.520,0.31,0.04,-0.25,45.520,0.30,0.08,-0.04,45.520,0.29,0.06,0.20,45.520,0.31,-0.06,-0.22,45.520,0.28,-0.02,0.30,45.520,0.28,0.00,0.24,45.520,0.31,-0.06,-0.20,45.520,0.29,0.06,0.15,45.520,0.29,0.06,0.20,45.520,0.31,0.00,-0.31,45.520,0.31,0.05,-0.20,45.520,0.28,0.04,0.29,45.520,0.31,0.02,-0.23,45.520,0.28,0.00,0.34,45.520,0.28,0.05,0.27
45.560,0.28,0.00,0.31,45.560,0.29,-0.07,0.17,45.560,0.31,0.02,-0.30,45.560,0.28,0.06,0.25,45.560,0.29,-0.06,0.20,45.560,0.31,0.03,-0.27,45.560,0.30,0.08,-0.09,45.560,0.29,0.07,0.14,45.560,0.31,-0.07,-0.17,45.560,0.28,-0.01,0.31,45.560,0.28,0.01,0.25,45.560,0.30,-0.06,-0.16,45.560,0.29,0.06,0.10,45.560,0.29,0.07,0.14,45.560,0.31,-0.01,-0.30,45.560,0.31,0.04,-0.24,45.560,0.28,0.05,0.26,45.560,0.31,0.01,-0.23,45.560,0.28,0.01,0.33,45.560,0.29,0.06,0.22
45.600,0.28,0.02,0.30,45.600,0.29,-0.06,0.22,45.600,0.31,0.01,-0.31,45.600,0.29,0.07,0.21,45.600,0.28,-0.06,0.25,45.600,0.31,0.02,-0.29,45.600,0.30,0.07,-0.15,45.600,0.29,0.08,0.08,45.600,0.30,-0.07,-0.12,45.600,0.28,0.00,0.32,45.600,0.29,0.02,0.24,45.600,0.30,-0.07,-0.10,45.600,0.29,0.07,0.05,45.600,0.29,0.07,0.08,45.600,0.31,-0.03,-0.28,45.600,0.31,0.03,-0.26,45.600,0.29,0.06,0.22,45.600,0.31,0.00,-0.24,45.600,0.28,0.02,0.32,45.600,0.29,0.07,0.16
45.640,0.28,0.03,0.28,45.640,0.28,-0.05,0.27,45.640,0.31,-0.01,-0.30,45.640,0.29,0.07,0.15,45.640,0.28,-0.04,0.29,45.640,0.31,0.01,-0.30,45.640,0.31,0.07,-0.21,45.640,0.30,0.08,0.02,45.640,0.30,-0.08,-0.06,45.640,0.28,0.01,0.31,45.640,0.29,0.03,0.21,45.640,0.30,-0.07,-0.04,45.640,0.30,0.07,0.00,45.640,0.30,0.07,0.01,45.640,0.31,-0.04,-0.26,45.640,0.31,0.02,-0.27,45.640,0.29,0.07,0.17,45.640,0.31,-0.01,-0.24,45.640,0.28,0.04,0.31,45.640,0.29,0.08,0.10
45.680,0.28,0.04,0.25,45.680,0.28,-0.04,0.30,45.680,0.31,-0.02,-0.29,45.680,0.29,0.08,0.08,45.680,0.28,-0.03,0.32,45.680,0.31,0.00,-0.30,45.680,0.31,0.06,-0.26,45.680,0.30,0.08,-0.04,45.680,0.30,-0.08,0.00,45.680,0.28,0.03,0.28,45.680,0.29,0.03,0.18,45.680,0.30,-0.07,0.02,45.680,0.30,0.07,-0.05,45.680,0.30,0.07,-0.05,45.680,0.31,-0.05,-0.23,45.680,0.31,0.01,-0.27,45.680,0.29,0.07,0.11,45.680,0.31,-0.02,-0.22,45.680,0.28,0.05,0.27,45.680,0.29,0.08,0.04
45.720,0.29,0.05,0.21,45.720,0.28,-0.02,0.32,45.720,0.31,-0.03,-0.28,45.720,0.30,0.08,0.02,45.720,0.28,-0.02,0.34,45.720,0.31,-0.02,-0.29,45.720,0.31,0.04,-0.30,45.720,0.30,0.07,-0.09,45.720,0.29,-0.08,0.06,45.720,0.28,0.04,0.25,45.720,0.29,0.04,0.14,45.720,0.29,-0.07,0.07,45.720,0.30,0.06,-0.11,45.720,0.30,0.07,-0.09,45.720,0.31,-0.06,-0.19,45.720,0.31,0.00,-0.28,45.720,0.29,0.08,0.05,45.720,0.31,-0.03,-0.20,45.720,0.29,0.06,0.22,45.720,0.30,0.08,-0.02
45.760,0.29,0.06,0.17,45.760,0.28,-0.01,0.33,45.760,0.31,-0.04,-0.26,45.760,0.30,0.08,-0.03,45.760,0.28,0.00,0.35,45.760,0.31,-0.03,-0.27,45.760,0.31,0.03,-0.33,45.760,0.30,0.07,-0.15,45.760,0.29,-0.07,0.12,45.760,0.29,0.05,0.22,45.760,0.29,0.05,0.11,45.760,0.29,-0.07,0.12,45.760,0.31,0.06,-0.17,45.760,0.30,0.06,-0.14,45.760,0.30,-0.06,-0.14,45.760,0.31,-0.02,-0.28,45.760,0.30,0.08,-0.01,45.760,0.31,-0.04,-0.17,45.760,0.29,0.07,0.16,45.760,0.30,0.08,-0.08
45.800,0.29,0.06,0.13,45.800,0.28,0.00,0.34,45.800,0.31,-0.05,-0.22,45.800,0.30,0.08,-0.09,45.800,0.28,0.01,0.35,45.800,0.31,-0.04,-0.25,45.800,0.31,0.02,-0.35,45.800,0.31,0.06,-0.21,45.800,0.29,-0.07,0.18,45.800,0.29,0.06,0.18,45.800,0.29,0.05,0.07,45.800,0.29,-0.06,0.18,45.800,0.31,0.05,-0.21,45.800,0.31,0.06,-0.19,45.800,0.30,-0.07,-0.08,45.800,0.31,-0.03,-0.26,45.800,0.30,0.07,-0.06,45.800,0.30,-0.04,-0.14,45.800,0.29,0.07,0.10,45.800,0.30,0.07,-0.14
45.840,0.29,0.07,0.08,45.840,0.28,0.02,0.34,45.840,0.31,-0.06,-0.17,45.840,0.30,0.07,-0.15,45.840,0.28,0.02,0.34,45.840,0.31,-0.05,-0.22,45.840,0.31,0.00,-0.35,45.840,0.31,0.05,-0.25,45.840,0.29,-0.06,0.24,45.840,0.29,0.06,0.13,45.840,0.29,0.05,0.04,45.840,0.29,-0.05,0.23,45.840,0.31,0.04,-0.24,45.840,0.31,0.05,-0.24,45.840,0.30,-0.07,-0.03,45.840,0.31,-0.04,-0.22,45.840,0.30,0.07,-0.12,45.840,0.30,-0.05,-0.11,45.840,0.29,0.07,0.05,45.840,0.31,0.07,-0.20
45.880,0.30,0.07,0.03,45.880,0.28,0.03,0.31,45.880,0.30,-0.06,-0.12,45.880,0.31,0.07,-0.22,45.880,0.28,0.04,0.31,45.880,0.31,-0.06,-0.19,45.880,0.31,-0.01,-0.35,45.880,0.31,0.04,-0.29,45.880,0.28,-0.05,0.28,45.880,0.29,0.07,0.08,45.880,0.30,0.05,8.44E-4,45.880,0.28,-0.04,0.27,45.880,0.31,0.03,-0.27,45.880,0.31,0.04,-0.28,45.880,0.30,-0.07,0.03,45.880,0.31,-0.05,-0.19,45.880,0.31,0.07,-0.18,45.880,0.30,-0.05,-0.06,45.880,0.30,0.08,-0.01,45.880,0.31,0.06,-0.25
45.920,0.30,0.07,-0.03,45.920,0.28,0.04,0.27,45.920,0.30,-0.07,-0.07,45.920,0.31,0.05,-0.27,45.920,0.28,0.05,0.27,45.920,0.30,-0.06,-0.14,45.920,0.31,-0.02,-0.33,45.920,0.31,0.03,-0.32,45.920,0.28,-0.03,0.30,45.920,0.30,0.07,0.04,45.920,0.30,0.05,-0.04,45.920,0.28,-0.03,0.28,45.920,0.31,0.02,-0.29,45.920,0.31,0.03,-0.30,45.920,0.29,-0.07,0.08,45.920,0.30,-0.05,-0.15,45.920,0.31,0.06,-0.23,45.920,0.30,-0.05,-0.02,45.920,0.30,0.07,-0.06,45.920,0.31,0.05,-0.29
45.960,0.30,0.07,-0.09,45.960,0.28,0.05,0.24,45.960,0.30,-0.07,-0.02,45.960,0.31,0.04,-0.30,45.960,0.29,0.06,0.22,45.960,0.30,-0.07,-0.07,45.960,0.31,-0.04,-0.31,45.960,0.31,0.02,-0.34,45.960,0.28,-0.02,0.32,45.960,0.30,0.07,-0.01,45.960,0.30,0.05,-0.08,45.960,0.28,-0.02,0.29,45.960,0.31,0.01,-0.30,45.960,0.31,0.01,-0.32,45.960,0.29,-0.06,0.12,45.960,0.30,-0.06,-0.12,45.960,0.31,0.05,-0.27,45.960,0.30,-0.05,0.02,45.960,0.30,0.07,-0.12,45.960,0.31,0.03,-0.32
46.000,0.30,0.06,-0.14,46.000,0.29,0.06,0.20,46.000,0.30,-0.07,0.03,46.000,0.31,0.03,-0.32,46.000,0.29,0.07,0.17,46.000,0.30,-0.07,0.00,46.000,0.31,-0.05,-0.28,46.000,0.31,0.00,-0.35,46.000,0.28,-0.01,0.33,46.000,0.30,0.07,-0.07,46.000,0.30,0.04,-0.12,46.000,0.28,-0.01,0.30,46.000,0.31,0.00,-0.30,46.000,0.31,0.00,-0.33,46.000,0.29,-0.06,0.16,46.000,0.30,-0.06,-0.08,46.000,0.31,0.03,-0.30,46.000,0.29,-0.05,0.07,46.000,0.31,0.06,-0.18,46.000,0.31,0.02,-0.33
46.040,0.31,0.06,-0.18,46.040,0.29,0.07,0.16,46.040,0.29,-0.07,0.09,46.040,0.31,0.02,-0.34,46.040,0.29,0.07,0.12,46.040,0.30,-0.07,0.04,46.040,0.31,-0.06,-0.24,46.040,0.31,-0.01,-0.34,46.040,0.28,0.00,0.34,46.040,0.30,0.06,-0.14,46.040,0.30,0.04,-0.16,46.040,0.28,0.01,0.30,46.040,0.31,-0.02,-0.29,46.040,0.31,-0.01,-0.32,46.040,0.29,-0.05,0.21,46.040,0.30,-0.06,-0.02,46.040,0.31,0.02,-0.31,46.040,0.29,-0.05,0.11,46.040,0.31,0.06,-0.23,46.040,0.31,0.01,-0.34
46.080,0.31,0.05,-0.21,46.080,0.29,0.07,0.10,46.080,0.29,-0.06,0.15,46.080,0.31,0.00,-0.35,46.080,0.29,0.08,0.06,46.080,0.29,-0.06,0.08,46.080,0.31,-0.07,-0.18,46.080,0.31,-0.03,-0.32,46.080,0.28,0.02,0.34,46.080,0.31,0.06,-0.19,46.080,0.31,0.03,-0.18,46.080,0.28,0.02,0.29,46.080,0.31,-0.03,-0.27,46.080,0.31,-0.02,-0.30,46.080,0.28,-0.04,0.26,46.080,0.30,-0.06,0.04,46.080,0.31,0.01,-0.33,46.080,0.29,-0.04,0.15,46.080,0.31,0.05,-0.27,46.080,0.31,-0.01,-0.34
46.120,0.31,0.04,-0.25,46.120,0.30,0.08,0.03,46.120,0.29,-0.05,0.19,46.120,0.31,-0.01,-0.35,46.120,0.30,0.08,0.00,46.120,0.29,-0.06,0.12,46.120,0.30,-0.08,-0.11,46.120,0.31,-0.04,-0.29,46.120,0.28,0.03,0.31,46.120,0.31,0.05,-0.22,46.120,0.31,0.02,-0.21,46.120,0.28,0.03,0.28,46.120,0.31,-0.04,-0.25,46.120,0.31,-0.04,-0.27,46.120,0.28,-0.03,0.29,46.120,0.29,-0.06,0.09,46.120,0.31,0.00,-0.33,46.120,0.29,-0.04,0.18,46.120,0.31,0.03,-0.30,46.120,0.31,-0.02,-0.33
46.160,0.31,0.03,-0.28,46.160,0.30,0.08,-0.04,46.160,0.29,-0.05,0.23,46.160,0.31,-0.02,-0.33,46.160,0.30,0.08,-0.06,46.160,0.29,-0.06,0.18,46.160,0.30,-0.08,-0.05,46.160,0.31,-0.05,-0.25,46.160,0.28,0.04,0.27,46.160,0.31,0.04,-0.24,46.160,0.31,0.02,-0.22,46.160,0.28,0.04,0.25,46.160,0.31,-0.05,-0.21,46.160,0.31,-0.05,-0.24,46.160,0.28,-0.02,0.30,46.160,0.29,-0.06,0.14,46.160,0.31,-0.02,-0.33,46.160,0.29,-0.03,0.20,46.160,0.31,0.02,-0.33,46.160,0.31,-0.03,-0.32
46.200,0.31,0.02,-0.30,46.200,0.30,0.07,-0.09,46.200,0.28,-0.04,0.27,46.200,0.31,-0.04,-0.31,46.200,0.30,0.07,-0.13,46.200,0.29,-0.05,0.23,46.200,0.30,-0.08,0.01,46.200,0.31,-0.06,-0.21,46.200,0.28,0.05,0.23,46.200,0.31,0.03,-0.27,46.200,0.31,0.01,-0.22,46.200,0.29,0.05,0.21,46.200,0.31,-0.06,-0.17,46.200,0.31,-0.06,-0.20,46.200,0.28,0.00,0.30,46.200,0.29,-0.05,0.17,46.200,0.31,-0.03,-0.30,46.200,0.29,-0.02,0.22,46.200,0.31,0.01,-0.33,46.200,0.31,-0.05,-0.28
46.240,0.31,0.00,-0.31,46.240,0.30,0.07,-0.14,46.240,0.28,-0.02,0.29,46.240,0.31,-0.05,-0.28,46.240,0.31,0.07,-0.18,46.240,0.28,-0.04,0.27,46.240,0.29,-0.08,0.06,46.240,0.31,-0.07,-0.17,46.240,0.29,0.06,0.20,46.240,0.31,0.02,-0.29,46.240,0.31,0.00,-0.22,46.240,0.29,0.06,0.17,46.240,0.30,-0.06,-0.13,46.240,0.30,-0.06,-0.15,46.240,0.28,0.01,0.29,46.240,0.29,-0.04,0.21,46.240,0.31,-0.04,-0.27,46.240,0.28,-0.01,0.24,46.240,0.31,-0.01,-0.33,46.240,0.31,-0.06,-0.24
46.280,0.31,-0.01,-0.30,46.280,0.31,0.06,-0.19,46.280,0.28,-0.01,0.30,46.280,0.31,-0.06,-0.24,46.280,0.31,0.06,-0.23,46.280,0.28,-0.02,0.28,46.280,0.29,-0.07,0.13,46.280,0.30,-0.07,-0.12,46.280,0.29,0.07,0.14,46.280,0.31,0.00,-0.30,46.280,0.31,-0.01,-0.22,46.280,0.29,0.06,0.11,46.280,0.30,-0.07,-0.08,46.280,0.30,-0.07,-0.11,46.280,0.28,0.02,0.28,46.280,0.28,-0.03,0.24,46.280,0.31,-0.05,-0.23,46.280,0.28,0.00,0.25,46.280,0.31,-0.02,-0.31,46.280,0.31,-0.07,-0.19
46.320,0.31,-0.02,-0.29,46.320,0.31,0.05,-0.24,46.320,0.28,-2.50E-4,0.30,46.320,0.31,-0.07,-0.18,46.320,0.31,0.05,-0.27,46.320,0.28,-0.01,0.29,46.320,0.29,-0.07,0.19,46.320,0.30,-0.08,-0.06,46.320,0.29,0.07,0.08,46.320,0.31,-0.01,-0.30,46.320,0.31,-0.02,-0.21,46.320,0.29,0.07,0.05,46.320,0.30,-0.07,-0.03,46.320,0.30,-0.07,-0.05,46.320,0.28,0.03,0.27,46.320,0.28,-0.02,0.27,46.320,0.31,-0.06,-0.19,46.320,0.28,0.01,0.25,46.320,0.31,-0.03,-0.29,46.320,0.30,-0.07,-0.12
46.360,0.31,-0.03,-0.27,46.360,0.31,0.04,-0.28,46.360,0.28,0.01,0.30,46.360,0.30,-0.08,-0.11,46.360,0.31,0.04,-0.30,46.360,0.28,0.00,0.30,46.360,0.29,-0.06,0.24,46.360,0.30,-0.08,0.01,46.360,0.30,0.08,0.01,46.360,0.31,-0.02,-0.29,46.360,0.31,-0.03,-0.19,46.360,0.30,0.07,0.00,46.360,0.30,-0.07,0.03,46.360,0.30,-0.07,0.01,46.360,0.28,0.04,0.24,46.360,0.28,-0.01,0.28,46.360,0.30,-0.07,-0.14,46.360,0.29,0.02,0.23,46.360,0.31,-0.04,-0.27,46.360,0.30,-0.08,-0.06
46.400,0.31,-0.04,-0.23,46.400,0.31,0.03,-0.30,46.400,0.28,0.02,0.28,46.400,0.30,-0.08,-0.05,46.400,0.31,0.02,-0.33,46.400,0.28,0.01,0.30,46.400,0.28,-0.05,0.28,46.400,0.29,-0.08,0.07,46.400,0.30,0.07,-0.05,46.400,0.31,-0.03,-0.27,46.400,0.30,-0.04,-0.16,46.400,0.30,0.07,-0.05,46.400,0.29,-0.07,0.09,46.400,0.29,-0.07,0.08,46.400,0.29,0.05,0.20,46.400,0.28,4.95E-4,0.28,46.400,0.30,-0.07,-0.08,46.400,0.29,0.03,0.20,46.400,0.31,-0.05,-0.23,46.400,0.30,-0.08,0.00
46.440,0.31,-0.05,-0.19,46.440,0.31,0.02,-0.32,46.440,0.28,0.03,0.26,46.440,0.30,-0.08,0.01,46.440,0.31,0.01,-0.34,46.440,0.28,0.02,0.29,46.440,0.28,-0.04,0.31,46.440,0.29,-0.07,0.13,46.440,0.30,0.07,-0.09,46.440,0.31,-0.04,-0.24,46.440,0.30,-0.04,-0.12,46.440,0.30,0.06,-0.10,46.440,0.29,-0.06,0.14,46.440,0.29,-0.07,0.13,46.440,0.29,0.06,0.15,46.440,0.28,0.01,0.27,46.440,0.30,-0.07,-0.03,46.440,0.29,0.03,0.17,46.440,0.31,-0.06,-0.19,46.440,0.29,-0.08,0.05
46.480,0.30,-0.06,-0.15,46.480,0.31,0.00,-0.33,46.480,0.29,0.04,0.23,46.480,0.29,-0.08,0.06,46.480,0.31,0.00,-0.34,46.480,0.28,0.03,0.27,46.480,0.28,-0.02,0.33,46.480,0.29,-0.06,0.18,46.480,0.30,0.07,-0.14,46.480,0.31,-0.05,-0.19,46.480,0.30,-0.05,-0.09,46.480,0.30,0.06,-0.14,46.480,0.29,-0.05,0.18,46.480,0.29,-0.06,0.18,46.480,0.29,0.06,0.10,46.480,0.28,0.02,0.26,46.480,0.30,-0.07,0.03,46.480,0.29,0.04,0.15,46.480,0.30,-0.07,-0.14,46.480,0.29,-0.07,0.11
46.520,0.30,-0.06,-0.11,46.520,0.31,-0.01,-0.34,46.520,0.29,0.05,0.20,46.520,0.29,-0.07,0.12,46.520,0.31,-0.02,-0.34,46.520,0.29,0.04,0.23,46.520,0.28,-0.01,0.35,46.520,0.29,-0.06,0.23,46.520,0.31,0.06,-0.20,46.520,0.31,-0.06,-0.15,46.520,0.30,-0.05,-0.06,46.520,0.31,0.05,-0.19,46.520,0.29,-0.05,0.22,46.520,0.29,-0.05,0.23,46.520,0.29,0.07,0.05,46.520,0.28,0.03,0.24,46.520,0.29,-0.07,0.09,46.520,0.29,0.05,0.12,46.520,0.30,-0.07,-0.08,46.520,0.29,-0.07,0.17
46.560,0.30,-0.07,-0.06,46.560,0.31,-0.02,-0.33,46.560,0.29,0.06,0.16,46.560,0.29,-0.07,0.18,46.560,0.31,-0.03,-0.33,46.560,0.29,0.05,0.19,46.560,0.28,0.01,0.35,46.560,0.28,-0.05,0.27,46.560,0.31,0.05,-0.25,46.560,0.30,-0.06,-0.11,46.560,0.30,-0.05,-0.02,46.560,0.31,0.04,-0.23,46.560,0.28,-0.04,0.26,46.560,0.28,-0.04,0.26,46.560,0.30,0.07,0.01,46.560,0.29,0.04,0.20,46.560,0.29,-0.07,0.15,46.560,0.29,0.05,0.08,46.560,0.30,-0.07,-0.02,46.560,0.29,-0.06,0.23
46.600,0.30,-0.07,0.00,46.600,0.31,-0.04,-0.31,46.600,0.29,0.07,0.10,46.600,0.29,-0.06,0.24,46.600,0.31,-0.04,-0.30,46.600,0.29,0.06,0.14,46.600,0.28,0.02,0.33,46.600,0.28,-0.03,0.30,46.600,0.31,0.04,-0.29,46.600,0.30,-0.07,-0.06,46.600,0.30,-0.05,0.02,46.600,0.31,0.03,-0.26,46.600,0.28,-0.02,0.29,46.600,0.28,-0.03,0.28,46.600,0.30,0.07,-0.05,46.600,0.29,0.05,0.17,46.600,0.29,-0.06,0.20,46.600,0.29,0.05,0.03,46.600,0.29,-0.07,0.05,46.600,0.28,-0.05,0.27
46.640,0.29,-0.07,0.06,46.640,0.31,-0.05,-0.26,46.640,0.29,0.07,0.04,46.640,0.28,-0.05,0.28,46.640,0.31,-0.05,-0.25,46.640,0.29,0.06,0.09,46.640,0.28,0.03,0.31,46.640,0.28,-0.02,0.33,46.640,0.31,0.03,-0.32,46.640,0.30,-0.07,-0.01,46.640,0.29,-0.05,0.06,46.640,0.31,0.02,-0.28,46.640,0.28,-0.01,0.30,46.640,0.28,-0.02,0.30,46.640,0.30,0.06,-0.10,46.640,0.29,0.05,0.12,46.640,0.28,-0.05,0.24,46.640,0.30,0.05,-0.01,46.640,0.29,-0.07,0.11,46.640,0.28,-0.04,0.30
46.680,0.29,-0.06,0.11,46.680,0.31,-0.06,-0.21,46.680,0.30,0.07,-0.03,46.680,0.28,-0.04,0.32,46.680,0.31,-0.06,-0.20,46.680,0.29,0.07,0.04,46.680,0.28,0.04,0.29,46.680,0.28,-0.01,0.34,46.680,0.31,0.01,-0.33,46.680,0.29,-0.07,0.04,46.680,0.29,-0.05,0.09,46.680,0.31,0.01,-0.29,46.680,0.28,-2.50E-4,0.30,46.680,0.28,-0.01,0.31,46.680,0.30,0.06,-0.15,46.680,0.29,0.06,0.08,46.680,0.28,-0.04,0.28,46.680,0.30,0.05,-0.05,46.680,0.29,-0.06,0.16,46.680,0.28,-0.03,0.33
46.720,0.29,-0.06,0.16,46.720,0.31,-0.06,-0.16,46.720,0.30,0.07,-0.08,46.720,0.28,-0.02,0.34,46.720,0.30,-0.07,-0.14,46.720,0.30,0.07,-0.01,46.720,0.28,0.06,0.25,46.720,0.28,0.01,0.34,46.720,0.31,0.00,-0.33,46.720,0.29,-0.06,0.10,46.720,0.29,-0.04,0.13,46.720,0.31,-4.41E-4,-0.29,46.720,0.28,0.01,0.29,46.720,0.28,0.01,0.31,46.720,0.31,0.05,-0.20,46.720,0.29,0.06,0.03,46.720,0.28,-0.03,0.31,46.720,0.30,0.05,-0.08,46.720,0.29,-0.06,0.21,46.720,0.28,-0.01,0.34
46.760,0.29,-0.05,0.21,46.760,0.30,-0.07,-0.11,46.760,0.30,0.06,-0.12,46.760,0.28,-0.01,0.35,46.760,0.30,-0.08,-0.09,46.760,0.30,0.07,-0.06,46.760,0.29,0.07,0.20,46.760,0.28,0.02,0.32,46.760,0.31,-0.01,-0.32,46.760,0.29,-0.06,0.15,46.760,0.29,-0.03,0.16,46.760,0.31,-0.01,-0.29,46.760,0.28,0.02,0.28,46.760,0.28,0.02,0.30,46.760,0.31,0.04,-0.24,46.760,0.30,0.06,-0.01,46.760,0.28,-0.02,0.33,46.760,0.30,0.05,-0.12,46.760,0.28,-0.05,0.25,46.760,0.28,0.00,0.35
46.800,0.28,-0.04,0.24,46.800,0.30,-0.07,-0.06,46.800,0.31,0.06,-0.16,46.800,0.28,0.00,0.34,46.800,0.30,-0.08,-0.03,46.800,0.30,0.06,-0.11,46.800,0.29,0.07,0.14,46.800,0.28,0.03,0.29,46.800,0.31,-0.02,-0.31,46.800,0.29,-0.05,0.20,46.800,0.29,-0.03,0.19,46.800,0.31,-0.02,-0.27,46.800,0.28,0.03,0.25,46.800,0.28,0.03,0.28,46.800,0.31,0.03,-0.27,46.800,0.30,0.06,-0.06,46.800,0.28,0.00,0.33,46.800,0.30,0.04,-0.16,46.800,0.28,-0.04,0.28,46.800,0.28,0.02,0.34
46.840,0.28,-0.03,0.27,46.840,0.30,-0.07,0.00,46.840,0.31,0.05,-0.20,46.840,0.28,0.02,0.34,46.840,0.30,-0.08,0.03,46.840,0.31,0.06,-0.16,46.840,0.29,0.08,0.08,46.840,0.28,0.04,0.27,46.840,0.31,-0.04,-0.30,46.840,0.29,-0.04,0.24,46.840,0.29,-0.02,0.21,46.840,0.31,-0.03,-0.24,46.840,0.29,0.04,0.22,46.840,0.28,0.04,0.26,46.840,0.31,0.02,-0.28,46.840,0.30,0.06,-0.10,46.840,0.28,0.01,0.33,46.840,0.31,0.03,-0.19,46.840,0.28,-0.03,0.31,46.840,0.28,0.03,0.32
